old,0.011129403842523627
new,0.025022648586507806
gorgeous,0.008230402703362099
imagine,0.0026843759225172533
different,0.00475830989679992
nice,0.011310740822204218
unknown,0.0007607885187630631
few,0.0018303190986696165
fave,0.0007607885187630631
possible,0.002018278347741179
worse,0.0012118191919991174
other,0.014187452345235562
good,0.059647500150121185
happy,0.013392716075352282
hateful,0.0007607885187630631
proud,0.007657051350479322
best,0.03266427419097555
full,0.003493398632561546
dead,0.00996134997716312
stumble,0.0007607885187630631
whisky,0.0007607885187630631
cute,0.004937828828029501
last,0.005717016237733035
vocal,0.0011138012235664464
bad,0.014326214436877571
least,0.0036784791335451325
normal,0.0013609189443551445
cool,0.005202834093060241
shit,0.002395304721935846
shallow,0.0007607885187630631
awful,0.0016270468593096732
viral,0.0015860405704798343
better,0.012123129060680766
amazing,0.027036823995940627
big,0.004164505487103899
more,0.015830193719656365
pathetic,0.001276950199494593
sick,0.0020624463223360805
deep,0.004987067708962242
long,0.006344977257434862
first,0.010276015376501491
pure,0.0045983064862483445
only,0.010394354989035697
beautiful,0.03615447103723413
great,0.023710037431197237
sad,0.006660837556734366
sorry,0.004451312044543405
white,0.002283649484119901
real,0.015317940572805281
little,0.013579046342988338
awesome,0.011900727807747225
perfect,0.012481068695440349
indian,0.0006558040866905647
accurate,0.0006558040866905647
visual,0.0011568963596887145
elegant,0.0006558040866905647
hot,0.004880736164014946
careful,0.0006558040866905648
nerdy,0.0006558040866905648
natural,0.0009790369352600176
mabok,0.0006558040866905648
ridiculous,0.001136700937629113
cuter,0.0006558040866905647
charlish,0.0006558040866905648
like,0.004112617805536622
future,0.0021546186726361088
high,0.0060749021248401
catchy,0.0019212026205573318
top,0.003772139540573715
sexy,0.00117623692862438
fellow,0.0009805213361629552
super,0.0017121388632381433
genial,0.0008800151975763698
frustrated,0.0005479878477334353
quiet,0.0005479878477334353
goosebumps,0.0010823012368664203
black,0.0025888439761902744
bullied,0.0005479878477334353
commercial,0.0011185509674016682
falten,0.0004891786314900095
regular,0.0004891786314900095
many,0.009728764927255757
mejor,0.0014910095426018304
favorite,0.009747847034879319
increíble,0.0010934262237242117
golden,0.00042760812772770515
dumb,0.0008786388009637595
weird,0.0014587388527303998
complete,0.0007433419168106744
late,0.0012321879834910389
simple,0.002315801958338943
pentatonix,0.0007433419168106744
tetratonix,0.0007433419168106744
comfortable,0.0007433419168106744
classic,0.0007433419168106744
hard,0.007559087880777338
right,0.0017614171534131484
evil,0.0007433419168106745
difficult,0.0007433419168106744
appropriate,0.0007433419168106745
stereotypical,0.0006833486857811062
lovin,0.001066371248610132
back,0.0012539118054493395
collab,0.0006833486857811061
impressive,0.0013806836480456882
poor,0.0011183079153670682
fair,0.000683348685781106
obsessed,0.001548097035415868
flippin,0.0006833486857811059
talented,0.002627512658197187
extended,0.0006293661806131869
progressive,0.0006293661806131869
famous,0.0024839600266870197
lazy,0.0006293661806131869
typical,0.0006293661806131869
brilliant,0.000629366180613187
electronic,0.0006293661806131869
organ,0.000629366180613187
bailar,0.0006293661806131869
gay,0.001376000628428634
insane,0.0005896847700765948
fabulous,0.001037645050899205
bisexual,0.000589684770076595
male,0.000589684770076595
wonderful,0.000589684770076595
haha,0.000589684770076595
sexual,0.0019387365131857898
curious,0.0029806700957766756
flawless,0.0017794886894339098
raw,0.002151506626880484
single,0.003925584449036094
half,0.0012369030467708358
puerto,0.0016240762930648616
rican,0.0016240762930648616
hispanic,0.0011633329753513576
llorando,0.0007025896576378515
mi,0.0016048445439697538
\ncanta,0.0007025896576378514
inigualable,0.0007025896576378514
espero,0.0007025896576378514
cantando,0.0007025896576378514
awsome,0.0007025896576378514
angelic,0.0008486072963869616
bloody,0.0013374533630673249
entire,0.0013315901197993698
younger,0.0018532752851290507
pretty,0.0028373679721853846
honest,0.001825822596328255
genuine,0.0008486072963869613
powerful,0.001490882851504069
less,0.00281524094041599
original,0.0016395221740536953
dreams,0.0008486072963869613
incredible,0.006758495610080982
girl,0.0008486072963869613
ignorant,0.0008486072963869614
lovato,0.0008486072963869613
shtt,0.0008486072963869614
fckin,0.0008486072963869613
frustrating,0.0008486072963869614
underrated,0.0025330633805979337
underappreciated,0.0008486072963869613
ashamed,0.0007926499424900389
vokalis,0.0007926499424900388
pro,0.0007926499424900389
fame,0.0007926499424900388
clear,0.0007926499424900389
triple,0.0007926499424900388
second,0.0015324470056111022
garbage,0.0007926499424900389
damn,0.0018111733429808832
radioactive,0.0007926499424900388
torturous,0.0007926499424900389
popular,0.0016466115236955998
whole,0.005873521117273384
